tree_length,branch_length_min,branch_length_max,branch_length_median,branch_length_var,node_age_min,node_age_max,node_age_median,node_age_var,EDR_min,EDR_max,EDR_median,EDR_var,InverseES_min,InverseES_max,InverseES_median,InverseES_var,gamma_stat,Colless_index,num_lineages_surviving,root_age,n_sampled_anc,n_fossils
2323.305,0,76.48826,5.62849,93.02768,0.25546,129.9749,13.16059,455.5741,0.325304,101.5639,16.47757,472.0547,0.01197138,0.3964659,0.07490264,0.00408966,0.7407441,757,140,129.9749,9,23
2201.218,0,74.61703,4.503894,83.75435,0.200369,96.45104,13.30485,399.3386,0.08172,88.38752,16.01766,339.5861,0.01230696,0.2862681,0.08368451,0.003274402,0.06380444,641,140,96.45104,9,23
2345.848,0,79.94638,5.452717,87.96034,0.602082,89.29422,14.77432,351.8355,0.049572,114.8651,16.05367,425.2765,0.0118175,0.5089627,0.07391885,0.004301827,-0.9943709,674,140,89.29422,12,23
2266.083,0,48.65444,5.189301,72.01956,0.378494,85.15055,14.52121,376.3414,0.283851,87.97076,15.00751,424.4589,0.015946,0.3575383,0.07851034,0.002907908,-1.261369,568,140,85.15055,9,23
2151.161,0,67.12306,4.545507,88.51606,0.458186,76.83046,12.80019,323.2987,0.099814,172.5812,12.7281,489.6938,0.01413268,0.6278674,0.08263316,0.006694413,-0.7272327,429,140,76.83046,11,23
2272.807,0,63.86796,5.206813,86.29132,0.22681,83.47373,14.38709,363.0281,0.185645,102.5412,12.73147,529.0901,0.01391787,0.4504848,0.07957991,0.00482062,-1.347352,703,140,83.47373,11,23
2297.823,0,70.67201,5.414236,81.83364,0.074286,83.42117,12.88128,358.0778,0.254748,124.5756,14.21336,475.3278,0.01323833,0.4244621,0.07706455,0.003330816,-0.9155335,659,140,83.42117,10,23
2341.37,0,75.0399,4.685738,97.8914,0.485107,87.34997,12.15758,421.3254,0.394056,113.0188,13.3271,482.9222,0.01231604,0.2942424,0.07255671,0.003244841,-0.1925732,612,140,87.34997,8,23
2276.27,0,68.79072,5.203984,80.56677,0.375115,82.28507,13.5595,362.3363,0.181064,92.63344,16.83483,367.4535,0.01323839,0.21287,0.07699525,0.002131214,-0.5551518,545,140,82.28507,10,23
2361.728,0,67.64787,5.632834,82.6406,0.170935,91.48649,14.70012,378.9762,0.03723,110.9273,15.18385,455.4179,0.01352811,0.4950789,0.07150781,0.003109956,-1.219656,637,140,91.48649,10,23
2369.074,0,67.30218,5.314332,95.05452,0.214439,85.56638,14.07813,386.1417,0.011482,91.55059,16.00718,416.554,0.01391143,0.2618779,0.0740179,0.002649219,-0.4913014,618,140,85.56638,9,23
2445.492,0,73.6168,5.312192,126.1865,0.219924,149.7237,12.96854,555.8369,0.084448,131.9273,14.94709,658.2164,0.01030227,0.2971107,0.07487839,0.002779837,0.5338816,617,140,149.7237,11,23
2502.236,0,64.73209,5.449192,107.5466,1.055346,137.0475,15.56831,551.7856,0.070028,147.7484,14.75135,726.7836,0.01296902,0.3987653,0.06963189,0.003287285,1.129918,656,140,137.0475,10,23
2292.575,0,80.95218,5.088261,105.1179,0.211755,87.16781,13.52156,378.1871,0.0416,143.4853,14.40913,506.4296,0.01189626,0.422866,0.07781682,0.005182,-0.4468174,637,140,87.16781,10,23
2336.893,0,63.68155,5.702311,81.79202,0.003635,96.0757,14.32677,421.1781,0.105062,117.8103,14.74248,484.8234,0.0138558,0.4263623,0.07267067,0.003347826,-0.1587254,684,140,96.0757,8,23
2295.16,0,70.32406,5.339832,87.72232,0.414791,133.2672,13.14528,505.9067,0.054119,134.0263,17.03053,512.9462,0.01112649,0.2652437,0.07405765,0.002460441,1.05768,563,140,133.2672,9,23
2242.583,0,69.92648,5.184956,85.22508,0.531318,84.66421,14.26552,349.7655,0.079285,77.43691,16.21059,367.5378,0.01293739,0.2453594,0.0788285,0.002293568,-0.2836672,515,140,84.66421,10,23
2317.778,0,73.86828,5.469237,98.76815,0.194615,94.42027,13.04767,419.2823,0.06059,99.65738,13.5206,470.032,0.01437131,0.2527204,0.07768953,0.002815898,0.5536055,629,140,94.42027,11,23
2414.372,0,64.83625,6.007627,88.73054,0.475581,92.95335,13.94794,374.0616,0.126228,135.8998,16.10869,428.9631,0.01514988,0.3072695,0.06950424,0.002503473,-0.7135779,597,140,92.95335,9,23
2405.793,0,75.03737,5.689002,95.95496,0.216807,98.68133,15.88803,381.0101,0.08154,144.8102,14.5374,526.5274,0.01182329,0.4164887,0.07356347,0.004009437,-0.9289852,707,140,98.68133,12,23
2515.747,0,76.21045,5.401409,101.9729,0.473121,95.78973,15.2763,393.7487,0.006726,97.7356,17.84699,459.1077,0.01200248,0.2337487,0.06733518,0.00197857,-1.552461,721,140,95.78973,12,23
2467.027,0,73.25758,5.378726,101.705,0.341053,92.03003,14.38142,421.6897,0.073401,109.8005,14.99568,469.5255,0.01254486,0.2268839,0.07062974,0.002013926,-0.481159,613,140,92.03003,10,23
2510.469,0,74.83426,6.177413,104.774,0.231042,148.2316,15.33843,515.7886,0.012936,198.3197,19.42678,676.6785,0.01112399,0.3633942,0.07236843,0.002694382,0.6880865,665,140,148.2316,9,23
2469.309,0,99.30471,5.778115,116.4718,0.066822,130.6298,13.78765,557.0487,0.23722,120.179,17.39824,491.2062,0.008856911,0.682961,0.070931,0.006667448,1.260945,670,140,130.6298,10,23
2399.466,0,68.01548,5.495514,99.88656,0.579794,107.6321,15.04385,463.9725,0.036564,111.552,12.85015,515.5753,0.01298259,0.3937711,0.07442166,0.003887189,0.2075359,670,140,107.6321,7,23
2438.422,0,83.90068,5.21988,118.2211,0.463525,103.6357,14.71132,478.4662,0.4116,146.4549,17.19868,443.6551,0.01095257,0.2403232,0.07364997,0.002311504,0.1356964,605,140,103.6357,11,23
2371.497,0,69.26246,5.554677,88.13351,0.516103,89.76157,15.27341,340.7224,0.008184,81.97674,14.95416,377.3926,0.01272834,0.3685373,0.0734474,0.002705206,-0.6057113,423,140,89.76157,12,23
2524.538,0,82.8025,6.013808,103.1866,0.327123,98.19688,15.01477,433.9933,0.268308,102.905,15.29514,528.1269,0.01104976,0.2589024,0.06867404,0.002107536,-1.071281,576,140,98.19688,9,23
2554.026,0,67.17226,6.243588,96.79575,0.895453,86.6998,16.91622,364.0399,0.005564,125.3634,13.80435,676.8099,0.01299781,0.2950624,0.06397524,0.002386286,-1.572762,571,140,86.6998,10,23
2705.57,0,85.41655,7.454761,115.8132,0.193291,99.86532,15.99104,480.832,0.025564,164.6326,18.3855,683.5359,0.01097162,0.2180961,0.06200769,0.00133461,-1.266587,667,140,99.86532,10,23
2563.214,0,65.34176,5.526234,108.023,0.127327,99.64922,16.01215,444.8584,0.06008,189.8411,15.61838,662.0811,0.01303241,0.2471348,0.06823885,0.00204822,-1.417732,798,140,99.64922,13,23
